Lp.,KWIT NR,DATA 1 WAŻENIA,DATA 2 WAŻENIA,POJAZD/ WAGON,KONTRAHENT,PRODUKT,POCHODZENIE,"WAŻENIE 1(BRUTTO)","WAŻENIE 2(TARA)",TYP WAŻENIA,NETTO
5342,9811/2017,2017-06-08 07:25:23,2017-06-08 07:29:55,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,8,"7,68",PZ,0.32
5343,9813/2017,2017-06-08 07:54:39,2017-06-08 07:59:26,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"6,86","6,46",PZ,0.4
5344,9815/2017,2017-06-08 08:27:21,2017-06-08 08:33:53,BIA 31225,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"20,5","13,76",PZ,6.74
5345,9816/2017,2017-06-08 08:33:41,2017-06-08 08:39:01,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"6,66","6,46",PZ,0.2
5346,9818/2017,2017-06-08 08:52:24,2017-06-08 08:57:00,077,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"26,66","15,82",PZ,10.84
5347,9819/2017,2017-06-08 08:52:50,2017-06-08 08:57:28,01,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"9,74","8,78",PZ,0.96
5348,9820/2017,2017-06-08 08:53:17,2017-06-08 09:11:40,BI 3768V,Zakład Gospodarowania Odpadami Sp. z o.o.,19 12 12,Łomża,"37,28","15,16",PZ,22.12
5349,9821/2017,2017-06-08 08:55:06,2017-06-08 09:04:58,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"21,8","14,02",PZ,7.78
5350,9822/2017,2017-06-08 08:55:43,2017-06-08 09:14:39,BI 4792J,MPO Sp. z o.o.,19 12 12,BIAŁYSTOK,"35,16","16,86",PZ,18.3
5351,9824/2017,2017-06-08 09:07:20,2017-06-08 09:13:51,1020,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"25,44","18,28",PZ,7.16
5352,9827/2017,2017-06-08 09:19:30,2017-06-08 09:25:11,03,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"24,92","13,94",PZ,10.98
5353,9828/2017,2017-06-08 09:32:42,2017-06-08 09:38:01,267,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"26,48","14,94",PZ,11.54
5354,9829/2017,2017-06-08 09:33:07,2017-06-08 09:44:59,257,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"26,5","14,38",PZ,12.12
5355,9830/2017,2017-06-08 09:43:21,2017-06-08 09:49:40,04,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"26,82","14,1",PZ,12.72
5356,9831/2017,2017-06-08 09:56:23,2017-06-08 10:01:42,096,Miasto Białystok- Urząd Miejski w Białymstoku (gm. Czarna Białostocka),20 03 01,Czarna Białostocka,"18,5","12,44",PZ,6.06
5357,9832/2017,2017-06-08 10:07:08,2017-06-08 10:15:44,277,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"28,28","15,74",PZ,12.54
5358,9833/2017,2017-06-08 10:09:20,2017-06-08 10:16:39,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"7,6","6,34",PZ,1.26
5359,9834/2017,2017-06-08 10:23:46,2017-06-08 10:43:48,BI 3229W,Przedsiębiorstwo Gospodarki Odpadami w Suwałkach Sp. z o.o.,19 12 12,SUWAŁKI,"39,6","15,8",PZ,23.8
5360,9835/2017,2017-06-08 10:34:12,2017-06-08 10:39:52,577,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"25,2","16,76",PZ,8.44
5361,9836/2017,2017-06-08 10:34:46,2017-06-08 10:45:56,067,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"26,68","15,32",PZ,11.36
5362,9837/2017,2017-06-08 10:42:16,2017-06-08 10:49:53,BIA 31225,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"21,84","13,68",PZ,8.16
5363,9839/2017,2017-06-08 10:54:42,2017-06-08 11:00:17,P02,Urząd Miejski w Czarnej Białostockiej,20 03 01,Czarna Białostocka,"4,38","3,78",PZ,0.6
5364,9840/2017,2017-06-08 10:55:09,2017-06-08 11:07:55,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"24,02","13,98",PZ,10.04
5365,9843/2017,2017-06-08 11:16:56,2017-06-08 11:21:34,077,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"23,1","15,76",PZ,7.34
5366,9844/2017,2017-06-08 11:22:08,2017-06-08 11:33:07,1026,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,25,"16,26",PZ,8.74
5367,9845/2017,2017-06-08 11:26:17,2017-06-08 11:36:06,P01,Urząd Miejski w Czarnej Białostockiej,20 03 01,Czarna Białostocka,"9,8","9,54",PZ,0.26
5368,9846/2017,2017-06-08 11:26:51,2017-06-08 11:40:45,04,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"18,58","14,06",PZ,4.52
5369,9847/2017,2017-06-08 11:27:24,2017-06-08 11:41:25,03,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"19,64","13,9",PZ,5.74
5370,9848/2017,2017-06-08 11:30:50,2017-06-08 11:46:11,087,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,ZABŁUDÓW,"19,82","16,04",PZ,3.78
5371,9849/2017,2017-06-08 11:38:22,2017-06-08 11:50:44,907,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"24,36","15,02",PZ,9.34
5372,9850/2017,2017-06-08 11:48:39,2017-06-08 11:57:54,237,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"24,7","15,7",PZ,9
5373,9851/2017,2017-06-08 11:53:11,2017-06-08 12:03:30,094,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,Supraśl,"25,14","15,32",PZ,9.82
5374,9852/2017,2017-06-08 11:58:08,2017-06-08 12:12:51,067,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"17,78","15,28",PZ,2.5
5375,9853/2017,2017-06-08 12:00:47,2017-06-08 12:18:40,267,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"19,68","14,96",PZ,4.72
5376,9854/2017,2017-06-08 12:02:48,2017-06-08 12:24:06,911,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"28,9","15,84",PZ,13.06
5377,9855/2017,2017-06-08 12:03:45,2017-06-08 12:28:48,277,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"20,72","15,76",PZ,4.96
5378,9856/2017,2017-06-08 12:05:03,2017-06-08 12:33:47,920,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"27,62","15,74",PZ,11.88
5379,9857/2017,2017-06-08 12:14:43,2017-06-08 12:45:25,257,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"20,64","14,26",PZ,6.38
5380,9858/2017,2017-06-08 12:18:29,2017-06-08 12:49:12,1020,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"26,42","18,26",PZ,8.16
5381,9859/2017,2017-06-08 12:21:02,2017-06-08 12:55:06,089,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,JUCHNOWIEC KOŚCIELNY,"24,4","14,5",PZ,9.9
5382,9860/2017,2017-06-08 12:28:33,2017-06-08 13:00:36,577,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"19,52","16,74",PZ,2.78
5383,9861/2017,2017-06-08 12:37:41,2017-06-08 13:36:18,BIA 31225,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"21,48","13,64",PZ,7.84
5384,9862/2017,2017-06-08 12:39:35,2017-06-08 13:10:12,908,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"24,86","14,54",PZ,10.32
5385,9863/2017,2017-06-08 12:47:59,2017-06-08 13:57:49,BI 6247H,Przedsiębiorstwo Gospodarki Komunalnej Sp. z o.o,19 12 12,ZAMBRÓW,"36,06","15,7",PZ,20.36
5386,9865/2017,2017-06-08 12:52:00,2017-06-08 13:21:38,287,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"28,66","19,58",PZ,9.08
5387,9866/2017,2017-06-08 13:01:45,2017-06-08 13:52:53,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"24,22","13,98",PZ,10.24
5388,9867/2017,2017-06-08 13:21:05,2017-06-08 13:32:59,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"6,92","6,72",PZ,0.2
5389,9868/2017,2017-06-08 13:32:27,2017-06-08 13:40:48,04,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"17,2","14,04",PZ,3.16
5390,9870/2017,2017-06-08 14:06:47,2017-06-08 14:15:28,05,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"21,28","13,7",PZ,7.58
5391,9871/2017,2017-06-08 14:19:58,2017-06-08 14:27:25,09,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"14,22","12,16",PZ,2.06
5392,9874/2017,2017-06-08 14:58:15,2017-06-08 15:04:50,909,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"19,28","12,26",PZ,7.02
5393,9875/2017,2017-06-08 15:11:38,2017-06-08 15:17:48,907,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"19,04","14,92",PZ,4.12
5394,9876/2017,2017-06-08 15:19:04,2017-06-08 15:26:25,911,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"21,42","15,82",PZ,5.6
5395,9878/2017,2017-06-08 15:49:14,2017-06-08 16:02:35,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"22,34","13,96",PZ,8.38
5396,9881/2017,2017-06-08 16:10:03,2017-06-08 16:15:57,096,Miasto Białystok- Urząd Miejski w Białymstoku (gm. Czarna Białostocka),20 03 01,Czarna Białostocka,"20,64","12,4",PZ,8.24
5397,9883/2017,2017-06-08 17:00:40,2017-06-08 17:09:12,908,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"23,68","14,52",PZ,9.16
5398,9885/2017,2017-06-08 18:10:56,2017-06-08 18:17:50,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"22,06","13,96",PZ,8.1
5399,9887/2017,2017-06-08 18:42:30,2017-06-08 18:48:48,406,Miasto Białystok- Urząd Miejski w Białymstoku (gm. Gródek),20 03 01,GRÓDEK,"19,14","13,98",PZ,5.16
5400,9888/2017,2017-06-08 18:50:15,2017-06-08 18:55:26,1020,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"26,74","18,2",PZ,8.54
5401,9889/2017,2017-06-08 19:20:23,2017-06-08 19:29:01,920,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"24,62","15,72",PZ,8.9
5402,9898/2017,2017-06-09 05:36:05,2017-06-09 05:40:23,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,58","6,78",PZ,0.8
5403,9906/2017,2017-06-09 06:04:37,2017-06-09 06:16:01,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"7,46","6,38",PZ,1.08
5404,9908/2017,2017-06-09 06:08:53,2017-06-09 06:13:45,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,2","6,7",PZ,0.5
5405,9916/2017,2017-06-09 06:23:00,2017-06-09 06:28:00,091,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,Supraśl,"17,5","12,48",PZ,5.02
5406,9926/2017,2017-06-09 07:47:55,2017-06-09 07:55:09,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"22,44","13,9",PZ,8.54
5407,9927/2017,2017-06-09 07:53:32,2017-06-09 07:58:40,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"6,78","6,36",PZ,0.42
5408,9930/2017,2017-06-09 08:07:29,2017-06-09 08:12:11,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"6,74","6,36",PZ,0.38
5409,9934/2017,2017-06-09 09:09:54,2017-06-09 09:24:00,BI 4792J,MPO Sp. z o.o.,19 12 12,BIAŁYSTOK,"38,76","16,72",PZ,22.04
5410,9935/2017,2017-06-09 09:12:21,2017-06-09 09:17:37,087,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,ZABŁUDÓW,24,"15,96",PZ,8.04
5411,9936/2017,2017-06-09 09:40:28,2017-06-09 09:55:33,BI 6247H,MPO Sp. z o.o.,19 12 12,BIAŁYSTOK,"38,6","15,78",PZ,22.82
5412,9937/2017,2017-06-09 09:48:54,2017-06-09 10:06:15,905,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,7,"6,42",PZ,0.58
5413,9939/2017,2017-06-09 10:25:11,2017-06-09 10:32:21,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"22,72","13,88",PZ,8.84
5414,9941/2017,2017-06-09 10:37:59,2017-06-09 10:43:08,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"8,36","7,48",PZ,0.88
5415,9942/2017,2017-06-09 10:47:27,2017-06-09 10:52:30,1020,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"27,26","18,28",PZ,8.98
5416,9943/2017,2017-06-09 10:49:09,2017-06-09 11:02:30,BIA 31225,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"21,04","13,56",PZ,7.48
5417,9945/2017,2017-06-09 11:10:48,2017-06-09 11:16:23,237,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"25,8","15,82",PZ,9.98
5418,9946/2017,2017-06-09 11:44:09,2017-06-09 11:50:22,089,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,JUCHNOWIEC KOŚCIELNY,"27,16","14,46",PZ,12.7
5419,9947/2017,2017-06-09 11:49:20,2017-06-09 11:53:34,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,44","6,58",PZ,0.86
5420,9949/2017,2017-06-09 12:10:10,2017-06-09 12:15:12,920,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"25,7","15,76",PZ,9.94
5421,9950/2017,2017-06-09 12:17:44,2017-06-09 12:23:35,096,Miasto Białystok- Urząd Miejski w Białymstoku (gm. Czarna Białostocka),20 03 01,Czarna Białostocka,"20,3","12,64",PZ,7.66
5422,9951/2017,2017-06-09 12:18:31,2017-06-09 12:24:10,905,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"7,26","6,46",PZ,0.8
5423,9952/2017,2017-06-09 12:44:41,2017-06-09 12:49:07,1020,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"21,76","18,26",PZ,3.5
5424,9953/2017,2017-06-09 12:53:57,2017-06-09 13:00:04,979,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"3,84","3,64",PZ,0.2
5425,9954/2017,2017-06-09 12:54:55,2017-06-09 13:02:07,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"21,92","13,86",PZ,8.06
5426,9956/2017,2017-06-09 13:03:18,2017-06-09 13:10:57,287,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"27,3","19,16",PZ,8.14
5427,9958/2017,2017-06-09 13:20:05,2017-06-09 13:29:41,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,88","7,58",PZ,0.3
5428,9959/2017,2017-06-09 13:49:56,2017-06-09 14:04:05,BI 4792J,MPO Sp. z o.o.,20 03 01,MICHAŁOWO,"37,46","16,66",PZ,20.8
5429,9960/2017,2017-06-09 13:57:04,2017-06-09 14:05:22,088,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,KNYSZYN,"27,62","16,26",PZ,11.36
5430,9961/2017,2017-06-09 13:58:05,2017-06-09 14:03:31,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,88","7,54",PZ,0.34
5431,9962/2017,2017-06-09 14:00:22,2017-06-09 14:10:13,094,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,Supraśl,"18,66","15,28",PZ,3.38
5432,9963/2017,2017-06-09 14:33:01,2017-06-09 14:37:28,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"8,08","7,56",PZ,0.52
5433,9964/2017,2017-06-09 14:41:38,2017-06-09 14:56:10,BI 6247H,MPO Sp. z o.o.,20 03 01,KRYNKI,"36,68","15,74",PZ,20.94
5434,9965/2017,2017-06-09 14:43:26,2017-06-09 14:49:30,05,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"23,42","13,74",PZ,9.68
5435,9966/2017,2017-06-09 15:02:21,2017-06-09 15:09:24,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"22,56","13,86",PZ,8.7
5436,9967/2017,2017-06-09 15:22:31,2017-06-09 15:30:58,910,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"25,06","17,6",PZ,7.46
5437,9968/2017,2017-06-09 15:52:13,2017-06-09 15:59:20,758,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"19,28","16,3",PZ,2.98
5438,9969/2017,2017-06-09 17:51:55,2017-06-09 17:59:06,1020,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"26,28","18,16",PZ,8.12
5439,9982/2017,2017-06-10 09:22:47,2017-06-10 09:26:48,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,36","6,7",PZ,0.66
5440,9983/2017,2017-06-10 09:36:45,2017-06-10 09:43:13,067,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"22,66","15,22",PZ,7.44
5441,9985/2017,2017-06-10 10:55:00,2017-06-10 11:05:00,908,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"17,04","14,3",PZ,2.74
5442,9986/2017,2017-06-10 12:38:52,2017-06-10 12:44:23,577,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"21,74","16,7",PZ,5.04
5443,9987/2017,2017-06-10 13:33:58,2017-06-10 13:41:31,908,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"17,12","14,42",PZ,2.7
5444,10012/2017,2017-06-12 06:34:43,2017-06-12 06:50:43,BI 3229W,Przedsiębiorstwo Usług Komunalnych Sp. z o.o,19 12 12,HAJNÓWKA,"36,74","16,14",PZ,20.6
5445,10014/2017,2017-06-12 06:36:27,2017-06-12 06:41:03,759,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"4,74","3,98",PZ,0.76
5446,10018/2017,2017-06-12 06:49:27,2017-06-12 06:55:31,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,1","6,72",PZ,0.38
5447,10019/2017,2017-06-12 06:56:31,2017-06-12 07:13:21,BI 4792J,MPO Sp. z o.o.,19 12 12,BIAŁYSTOK,"37,24","16,6",PZ,20.64
5448,10020/2017,2017-06-12 07:05:22,2017-06-12 07:09:45,759,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"3,94","3,66",PZ,0.28
5449,10021/2017,2017-06-12 07:19:43,2017-06-12 07:35:41,BI 6247H,MPO Sp. z o.o.,19 12 12,BIAŁYSTOK,"36,04","15,76",PZ,20.28
5450,10023/2017,2017-06-12 08:01:04,2017-06-12 08:08:13,091,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,JUCHNOWIEC KOŚCIELNY,"20,44","12,48",PZ,7.96
5451,10024/2017,2017-06-12 08:01:52,2017-06-12 08:06:20,007,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"26,34","15,32",PZ,11.02
5452,10025/2017,2017-06-12 08:11:16,2017-06-12 08:19:40,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"21,6","14,08",PZ,7.52
5453,10026/2017,2017-06-12 08:15:55,2017-06-12 08:20:56,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"8,48","7,58",PZ,0.9
5454,10028/2017,2017-06-12 08:35:44,2017-06-12 08:52:13,BI 4792J,MPO Sp. z o.o.,19 12 12,BIAŁYSTOK,"35,96","16,6",PZ,19.36
5455,10029/2017,2017-06-12 08:50:59,2017-06-12 09:06:30,BHA 23UC,Przedsiębiorstwo Usług Komunalnych Sp. z o.o,19 12 12,HAJNÓWKA,"32,16","15,56",PZ,16.6
5456,10030/2017,2017-06-12 08:53:56,2017-06-12 09:11:53,BI 3768V,Zakład Gospodarowania Odpadami Sp. z o.o.,19 12 12,Łomża,"36,9","15,1",PZ,21.8
5457,10031/2017,2017-06-12 08:54:56,2017-06-12 08:59:28,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,84","7,6",PZ,0.24
5458,10032/2017,2017-06-12 08:56:03,2017-06-12 09:26:22,BMN  08793,BIOM Sp. z o.o.,19 12 12,KOSZARÓWKA,"36,98","15,8",PZ,21.18
5459,10033/2017,2017-06-12 08:56:57,2017-06-12 09:04:57,04,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"24,18","13,98",PZ,10.2
5460,10034/2017,2017-06-12 08:57:49,2017-06-12 09:10:54,077,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"27,36","15,66",PZ,11.7
5461,10035/2017,2017-06-12 09:09:54,2017-06-12 09:14:31,03,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"26,14","13,9",PZ,12.24
5462,10036/2017,2017-06-12 09:32:02,2017-06-12 09:37:43,267,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"27,7","14,94",PZ,12.76
5463,10037/2017,2017-06-12 09:33:10,2017-06-12 09:41:31,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"7,02","6,42",PZ,0.6
5464,10038/2017,2017-06-12 09:34:14,2017-06-12 09:39:26,577,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"25,12","16,72",PZ,8.4
5465,10039/2017,2017-06-12 09:38:30,2017-06-12 09:43:22,096,Miasto Białystok- Urząd Miejski w Białymstoku (gm. Czarna Białostocka),20 03 01,Czarna Białostocka,"20,44","12,74",PZ,7.7
5466,10040/2017,2017-06-12 10:02:48,2017-06-12 10:10:36,277,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"29,04","15,7",PZ,13.34
5467,10041/2017,2017-06-12 10:04:09,2017-06-12 10:11:20,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"23,38","14,06",PZ,9.32
5468,10043/2017,2017-06-12 10:15:17,2017-06-12 10:29:16,908,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"21,94","14,48",PZ,7.46
5469,10044/2017,2017-06-12 10:23:12,2017-06-12 10:28:07,920,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"24,84","15,72",PZ,9.12
5470,10045/2017,2017-06-12 10:24:04,2017-06-12 10:31:29,067,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"27,2","15,28",PZ,11.92
5471,10046/2017,2017-06-12 10:50:26,2017-06-12 10:56:42,909,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"20,98","12,24",PZ,8.74
5472,10047/2017,2017-06-12 10:57:30,2017-06-12 11:02:28,007,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"25,38","15,08",PZ,10.3
5473,10048/2017,2017-06-12 11:04:46,2017-06-12 11:10:22,907,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"25,2","15,08",PZ,10.12
5474,10049/2017,2017-06-12 11:18:25,2017-06-12 11:26:15,227,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"25,22","14,62",PZ,10.6
5475,10051/2017,2017-06-12 11:37:00,2017-06-12 11:46:34,911,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"29,44","15,74",PZ,13.7
5476,10052/2017,2017-06-12 11:49:47,2017-06-12 12:04:20,BI 3229W,Przedsiębiorstwo Gospodarki Odpadami w Suwałkach Sp. z o.o.,19 12 12,SUWAŁKI,"39,96","16,08",PZ,23.88
5477,10054/2017,2017-06-12 12:17:03,2017-06-12 12:24:28,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"24,36","14,06",PZ,10.3
